filter_name;noise_type;noise_intensity;filter_value;med_chest_ct.jpg;med_chest_xray.jpg;med_hand_xray.jpg;med_head_mr.jpg;med_thorax_ct.jpg;sat_mixed_close_1.jpg;sat_mixed_close_2.jpg;sat_mixed_close_3.jpg;sat_nature_farther_1.jpg;sat_nature_farther_2.jpg;sat_nature_farther_3.jpg;sat_urban_farther_normal_1.jpg;sat_urban_farther_normal_2.jpg;sat_urban_farther_normal_3.jpg
ca;salt_pepper;0_5;5;0,2845;0,4288;0,3624;0,4991;0,3285;0,492;0,4787;0,4961;0,5537;0,4917;0,5061;0,4706;0,5465;0,5418
ca;salt_pepper;0_5;6;0,2938;0,4674;0,4052;0,5309;0,3393;0,5138;0,4965;0,5129;0,5755;0,5157;0,5333;0,4894;0,5617;0,5552
ca;salt_pepper;0_5;7;0,2986;0,4883;0,434;0,5505;0,3455;0,5256;0,5062;0,5225;0,5866;0,5279;0,5465;0,4988;0,5692;0,5616
ca;salt_pepper;0_5;8;0,3011;0,4992;0,4526;0,5631;0,3488;0,5315;0,5113;0,5276;0,5923;0,5335;0,5523;0,5032;0,5724;0,5644
ca;salt_pepper;0_5;9;0,3025;0,5049;0,4644;0,5708;0,3507;0,5347;0,514;0,5303;0,5952;0,5364;0,5546;0,5052;0,5737;0,5656
ca;salt_pepper;0_5;10;0,3032;0,5079;0,4715;0,5758;0,3517;0,5362;0,5154;0,5317;0,5966;0,5377;0,5557;0,5062;0,5744;0,5662
ca;salt_pepper;0_05;1;0,83;0,8645;0,8715;0,8975;0,8357;0,8662;0,8551;0,8753;0,8798;0,8564;0,856;0,8285;0,8757;0,869
ca;salt_pepper;0_05;2;0,861;0,9447;0,9334;0,9554;0,8632;0,8987;0,87;0,8878;0,9102;0,8966;0,9078;0,848;0,8893;0,8758
ca;salt_pepper;0_05;3;0,8736;0,9573;0,9461;0,9612;0,8724;0,8941;0,8585;0,8743;0,908;0,8954;0,9114;0,8406;0,8775;0,8604
ca;salt_pepper;0_05;4;0,8788;0,9593;0,9475;0,9618;0,8757;0,8891;0,8507;0,8662;0,9061;0,8933;0,9107;0,8353;0,8702;0,8516
ca;salt_pepper;0_05;5;0,8825;0,9598;0,9476;0,9616;0,8784;0,8866;0,8464;0,8623;0,9054;0,8926;0,9104;0,8331;0,8669;0,8477
ca;salt_pepper;0_05;6;0,8831;0,9598;0,9476;0,9615;0,8786;0,8852;0,8441;0,8604;0,9051;0,8923;0,9103;0,8321;0,8653;0,846
ca;salt_pepper;0_05;7;0,8832;0,9598;0,9476;0,9613;0,8784;0,8844;0,8428;0,8592;0,905;0,8922;0,9103;0,8317;0,8646;0,8453
ca;salt_pepper;0_05;8;0,8834;0,9598;0,9476;0,9612;0,8782;0,884;0,842;0,8587;0,905;0,8922;0,9103;0,8316;0,8643;0,845
ca;salt_pepper;0_05;9;0,8837;0,9598;0,9476;0,9612;0,878;0,8838;0,8416;0,8583;0,905;0,8922;0,9103;0,8315;0,8642;0,8448
ca;salt_pepper;0_05;10;0,8837;0,9598;0,9476;0,9611;0,8779;0,8837;0,8413;0,8582;0,905;0,8922;0,9103;0,8315;0,8642;0,8448
ca;salt_pepper;0_25;1;0,246;0,1753;0,2109;0,3386;0,2743;0,3291;0,3558;0,3707;0,3463;0,2735;0,253;0,3028;0,3806;0,3934
ca;salt_pepper;0_25;2;0,4053;0,5366;0,5077;0,6483;0,4648;0,6155;0,623;0,6545;0,6785;0,6147;0,6089;0,5964;0,6788;0,6783
ca;salt_pepper;0_25;3;0,4902;0,7305;0,6976;0,7855;0,548;0,7349;0,7192;0,7425;0,7863;0,7456;0,7574;0,7037;0,7662;0,756
ca;salt_pepper;0_25;4;0,5336;0,8037;0,7763;0,837;0,5853;0,7716;0,7449;0,7646;0,8151;0,7817;0,801;0,7303;0,7837;0,77
ca;salt_pepper;0_25;5;0,5585;0,8326;0,8117;0,8587;0,6055;0,7848;0,7531;0,7715;0,8247;0,7937;0,8158;0,7387;0,7883;0,7725
ca;salt_pepper;0_25;6;0,5735;0,8428;0,8271;0,868;0,6169;0,7889;0,7552;0,7732;0,8281;0,7973;0,8199;0,7407;0,7888;0,7723
ca;salt_pepper;0_25;7;0,5823;0,8473;0,8341;0,8717;0,6238;0,7902;0,7556;0,7737;0,8293;0,7984;0,8212;0,7413;0,7887;0,772
ca;salt_pepper;0_25;8;0,5878;0,8492;0,8373;0,873;0,6281;0,7906;0,7555;0,7739;0,8298;0,7987;0,8216;0,7415;0,7886;0,7719
ca;salt_pepper;0_25;9;0,5911;0,8502;0,8388;0,8733;0,6304;0,7907;0,7553;0,7739;0,8299;0,7989;0,8217;0,7415;0,7886;0,7719
ca;salt_pepper;0_25;10;0,5933;0,8506;0,8395;0,8734;0,632;0,7907;0,7552;0,774;0,83;0,7989;0,8218;0,7416;0,7886;0,7719
ca;gaussian;0_5;1;0,2444;0,104;0,1434;0,2849;0,2582;0,2977;0,3311;0,3504;0,3215;0,2358;0,2101;0,275;0,3703;0,3845
ca;gaussian;0_5;2;0,2777;0,1736;0,2214;0,354;0,2928;0,3467;0,3708;0,3929;0,3907;0,2973;0,2763;0,3197;0,4168;0,4262
ca;gaussian;0_5;3;0,3003;0,2527;0,2848;0,4081;0,3172;0,396;0,411;0,4304;0,4467;0,3541;0,3405;0,3629;0,4546;0,459
ca;gaussian;0_5;4;0,311;0,315;0,3202;0,4384;0,3304;0,4315;0,4381;0,4532;0,4819;0,3955;0,386;0,3936;0,4782;0,4792
ca;gaussian;0_5;5;0,3147;0,347;0,3341;0,4523;0,3348;0,4476;0,4488;0,4616;0,4974;0,4146;0,4073;0,4061;0,4875;0,4865
ca;gaussian;0_5;6;0,3157;0,3582;0,3382;0,4563;0,3361;0,4519;0,4509;0,4634;0,5022;0,4204;0,414;0,4098;0,4896;0,4884
ca;gaussian;0_5;7;0,3158;0,3611;0,3391;0,457;0,3361;0,4526;0,4508;0,4632;0,5036;0,4219;0,4157;0,4106;0,49;0,4886
ca;gaussian;0_5;8;0,3158;0,3618;0,3393;0,4571;0,336;0,4525;0,4505;0,4631;0,504;0,4222;0,4162;0,4107;0,49;0,4886
ca;gaussian;0_5;9;0,3158;0,3619;0,3394;0,4571;0,3359;0,4524;0,4503;0,4629;0,5041;0,4222;0,4163;0,4108;0,49;0,4885
ca;gaussian;0_5;10;0,3158;0,3619;0,3394;0,457;0,3357;0,4524;0,4502;0,4628;0,5041;0,4222;0,4163;0,4108;0,49;0,4885
ca;gaussian;0_9;1;0,1173;0,0275;0,0305;0,1176;0,1101;0,118;0,1365;0,1383;0,1084;0,0699;0,0587;0,0919;0,14;0,1398
ca;gaussian;0_9;2;0,1443;0,0499;0,0538;0,1611;0,1408;0,1534;0,1697;0,1747;0,1561;0,1021;0,0885;0,1226;0,1816;0,1806
ca;gaussian;0_9;3;0,1672;0,082;0,0822;0,202;0,1686;0,1919;0,2055;0,2123;0,207;0,1413;0,1265;0,1591;0,2238;0,223
ca;gaussian;0_9;4;0,1855;0,1183;0,1096;0,2361;0,19;0,2271;0,2389;0,2454;0,2512;0,1802;0,1661;0,195;0,2614;0,2595
ca;gaussian;0_9;5;0,1983;0,1514;0,1303;0,2609;0,2048;0,2545;0,2641;0,269;0,2841;0,2125;0,1999;0,2239;0,2894;0,2861
ca;gaussian;0_9;6;0,2055;0,1747;0,1427;0,2749;0,213;0,2718;0,2792;0,2825;0,3039;0,2336;0,2224;0,242;0,3064;0,3023
ca;gaussian;0_9;7;0,2088;0,1877;0,1486;0,2816;0,2167;0,2804;0,286;0,2885;0,314;0,2442;0,2352;0,251;0,3151;0,3102
ca;gaussian;0_9;8;0,2103;0,1938;0,1511;0,2842;0,2182;0,284;0,2888;0,2912;0,3185;0,2493;0,2409;0,2547;0,3186;0,3138
ca;gaussian;0_9;9;0,2107;0,1963;0,1521;0,2852;0,2189;0,2854;0,2898;0,2922;0,3202;0,2512;0,2433;0,2562;0,3201;0,3151
ca;gaussian;0_9;10;0,211;0,1972;0,1525;0,2855;0,2192;0,2859;0,2902;0,2925;0,3208;0,252;0,244;0,2567;0,3206;0,3156
